split,location_remapped,location,sequence_remapped,seq_id,y,category_id,datetime,filename,image_id
test,7,16,17962,8c95a33e-21bc-11ea-a13a-137349068a90,0,0,2013-06-02 10:26:10.000,8aa5bfb4-21bc-11ea-a13a-137349068a90.jpg,8aa5bfb4-21bc-11ea-a13a-137349068a90
test,7,16,18761,8ea0640c-21bc-11ea-a13a-137349068a90,0,0,2013-06-28 22:39:58.000,86bbc862-21bc-11ea-a13a-137349068a90.jpg,86bbc862-21bc-11ea-a13a-137349068a90
test,7,16,18761,8ea0640c-21bc-11ea-a13a-137349068a90,0,0,2013-06-28 22:40:12.000,86ae5bf0-21bc-11ea-a13a-137349068a90.jpg,86ae5bf0-21bc-11ea-a13a-137349068a90
test,7,16,18761,8ea0640c-21bc-11ea-a13a-137349068a90,0,0,2013-06-28 22:40:27.000,8ea06240-21bc-11ea-a13a-137349068a90.jpg,8ea06240-21bc-11ea-a13a-137349068a90
test,7,16,18971,8f05cc34-21bc-11ea-a13a-137349068a90,0,0,2013-07-09 03:46:42.000,8ca9681a-21bc-11ea-a13a-137349068a90.jpg,8ca9681a-21bc-11ea-a13a-137349068a90
test,7,16,18971,8f05cc34-21bc-11ea-a13a-137349068a90,0,0,2013-07-09 03:46:56.000,89506a1a-21bc-11ea-a13a-137349068a90.jpg,89506a1a-21bc-11ea-a13a-137349068a90
test,7,16,18971,8f05cc34-21bc-11ea-a13a-137349068a90,0,0,2013-07-09 03:47:11.000,8f05ca18-21bc-11ea-a13a-137349068a90.jpg,8f05ca18-21bc-11ea-a13a-137349068a90
test,7,16,20386,912be732-21bc-11ea-a13a-137349068a90,0,0,2013-06-01 14:37:49.000,8ec94c32-21bc-11ea-a13a-137349068a90.jpg,8ec94c32-21bc-11ea-a13a-137349068a90
test,7,16,20386,912be732-21bc-11ea-a13a-137349068a90,0,0,2013-06-01 14:37:56.000,912be548-21bc-11ea-a13a-137349068a90.jpg,912be548-21bc-11ea-a13a-137349068a90
test,7,16,20851,91b1d356-21bc-11ea-a13a-137349068a90,0,0,2013-07-05 08:47:04.000,8c2cfe92-21bc-11ea-a13a-137349068a90.jpg,8c2cfe92-21bc-11ea-a13a-137349068a90
test,7,16,20851,91b1d356-21bc-11ea-a13a-137349068a90,0,0,2013-07-05 08:47:10.000,91b1d1c6-21bc-11ea-a13a-137349068a90.jpg,91b1d1c6-21bc-11ea-a13a-137349068a90
test,7,16,22439,932c6d4a-21bc-11ea-a13a-137349068a90,0,0,2013-06-23 05:15:45.000,89d266f0-21bc-11ea-a13a-137349068a90.jpg,89d266f0-21bc-11ea-a13a-137349068a90
test,7,16,22439,932c6d4a-21bc-11ea-a13a-137349068a90,0,0,2013-06-23 05:16:15.000,909fd4e0-21bc-11ea-a13a-137349068a90.jpg,909fd4e0-21bc-11ea-a13a-137349068a90
test,7,16,23445,93f3f8e2-21bc-11ea-a13a-137349068a90,0,0,2013-07-17 10:39:55.000,931a1280-21bc-11ea-a13a-137349068a90.jpg,931a1280-21bc-11ea-a13a-137349068a90
test,7,16,23681,941ca5e4-21bc-11ea-a13a-137349068a90,0,0,2013-07-16 05:29:57.000,913129c2-21bc-11ea-a13a-137349068a90.jpg,913129c2-21bc-11ea-a13a-137349068a90
test,7,16,23681,941ca5e4-21bc-11ea-a13a-137349068a90,0,0,2013-07-16 05:30:12.000,941ca40e-21bc-11ea-a13a-137349068a90.jpg,941ca40e-21bc-11ea-a13a-137349068a90
